osm_id,highway_type,name,nodes
1369859471,service,Unnamed,"[6989211318, 13106130690, 6989211316]"
1369882239,service,Unnamed,"[12686511400, 12686538701, 12686538702, 12686538703, 12686538704, 12686538723, 12686538705, 12686538706, 12686538707, 12686511389, 12686511390, 12686511393, 12686511394, 12686511395, 12686511396, 12686511397, 12686511398, 12686511399, 12686538716, 12686511391, 12686511392, 12686511400]"
1369882240,service,Unnamed,"[12686538715, 12686538717, 12686538716]"
1369882241,footway,Unnamed,"[12686538717, 12686538718]"
1369882242,service,Unnamed,"[12686538723, 12686538724, 12686538725, 12686538726, 12686538727, 12686538728, 12686538729, 12686538730, 12686538731]"
1369882246,footway,Unnamed,"[1899908093, 12686538754, 12686538755, 12686538756, 12686538757, 12686538758, 12686538759, 12686538760, 12686538761, 12686538762, 12686538763, 12686538764, 12686538765, 12686538766, 12686538767, 12686538773, 12686538768, 12686538769, 12686538770, 12686538771, 12686538772]"
1369882247,footway,Unnamed,"[12686538773, 12686538774, 12686538775, 12686538776, 12686538777, 12686538778, 12686538779, 12686538780, 12686538781, 12686538782, 12686538783, 12686538784, 12686538785]"
1369882248,service,Unnamed,"[1880367553, 12686538794, 12686538795, 12686538796, 12686538797, 12686538798, 12686538799, 12686538800, 12686538801, 12686538802, 12686538803, 12686538804, 12686538805]"
1369882258,service,Unnamed,"[12686538869, 12686538871, 12686538867, 12686538868]"
1369882259,footway,Unnamed,"[12686538870, 12686538871]"
1369882260,service,Unnamed,"[12686538872, 12686538873, 12686538874, 12686538875, 12686538876]"
1369887556,service,Unnamed,"[12686586609, 12686586610, 12686586611]"
1369887557,service,Unnamed,"[12686586612, 12686586613, 12686586614]"
1369887558,track,Unnamed,"[2062627846, 3492155347, 3492155344, 3492155340, 3492155335, 3492155331, 3492155325, 3492155319, 3492155173, 3492155164, 3492155160, 3492155149, 3492155145, 3492155134, 3492155126, 3492155125, 3492155112, 3492155106, 3492155103, 3492155101, 3492155096, 3492154692, 3492154679, 3492154675, 3492154673, 3492154665, 3492154661, 3492154657, 3492154651, 3492154650, 3492154649, 3492154646, 3492154644, 2202882498]"
1369887559,unclassified,Unnamed,"[2062627846, 2760044983, 11366106025, 2062627870, 2062627918, 2062627881, 8403679064, 2062627864, 10564154628, 10564154627, 10564154626, 10564154625, 5047608957]"
1369887885,footway,Unnamed,"[12686586850, 12686586851]"
1369998712,service,Unnamed,"[10918066389, 10918066374, 12687514396, 12687514394, 12687514395, 12687514393]"
1370882178,residential,Unnamed,"[1275294194, 12906014885, 12696640841, 12696640840, 12696640837, 12696640836, 12696640835, 12696640839, 12696640834, 12696640833, 12696640838, 12696640832]"
1372359519,path,Unnamed,"[1835496232, 12707156313]"
1373303137,footway,Unnamed,"[10918066373, 12715530451, 12715530452]"
1373303138,footway,Unnamed,"[12715530452, 12715530453, 10929034978, 12715530454]"
1373346871,footway,Unnamed,"[12715864647, 12715864648, 12715864649, 12715864654, 12715864650, 12715864651, 12715864652, 12715864653, 12715864635, 12715864636, 12715864639, 12715864640, 12715864641, 12715864642, 12715864643, 12715864644, 12715864645, 12715864646, 12715864637, 12715864638, 12715864647]"
1373346872,footway,Unnamed,"[12715864654, 12715864655, 12715864656, 12715864657, 12715864658, 12715864659, 12715864660, 12715864661, 12715864662, 12715864663, 12715864664]"
1373346873,footway,Unnamed,"[12715864677, 12715864678, 12715864679, 12715864680, 12715864681, 12715864682, 12715864683, 12715864665, 12715864666, 12715864669, 12715864670, 12715864671, 12715864672, 12715864673, 12715864674, 12715864675, 12715864676, 12715864667, 12715864668, 12715864677]"
1373346874,footway,Unnamed,"[12715864682, 12715864684, 12715864645]"
1373346875,footway,Unnamed,"[12715864639, 12715864684, 12715864685, 12715864667]"
1373346876,footway,Unnamed,"[12715864698, 12715864699, 12715864700, 12715864701, 12715864702, 12715864703, 12715864707, 12715864704, 12715864686, 12715864687, 12715864690, 12715864691, 12715864692, 12715864693, 12715864694, 12715864695, 12715864696, 12715864697, 12715864688, 12715864689, 12715864698]"
1373346877,footway,Unnamed,"[12715864666, 12715864705, 12715864689]"
1373346878,footway,Unnamed,"[12715864676, 12715864713, 12715864706, 12715864705, 12715864707]"
1373346879,footway,Unnamed,"[12715864693, 12715864708, 12715864709, 12715864710, 12715864711]"
1373346880,footway,Unnamed,"[12715864656, 12715864712]"
1373346881,footway,Unnamed,"[12715864713, 12715864714]"
1373368826,service,Unnamed,"[6988839715, 12716041137, 12716041143, 12716041138, 12716041144, 12716041142]"
1373368827,service,Unnamed,"[12716041139, 12716041140, 6988839716]"
1373368828,service,Unnamed,"[6522047875, 12716041141]"
1373368829,service,Unnamed,"[6988839716, 6522047869, 1274031350, 12293880085, 12293880084]"
1373368830,service,Unnamed,"[12716041142, 6522047875]"
1373594597,service,Unnamed,"[2169446335, 2169446320, 2169446271]"
1373594605,footway,Unnamed,"[12717796317, 12717796318]"
1373594606,footway,Unnamed,"[12717796316, 12717796317]"
1373594607,footway,Unnamed,"[12717796318, 2169446383]"
1373604820,residential,धलाने धोबिखोला  (पुल),"[12717853875, 1143907557]"
1373604823,service,Unnamed,"[12717853882, 12717853883, 12717853884]"
1373604824,footway,Unnamed,"[12717853885, 12717853896, 12717853886, 12717853887, 12717853888, 12717853889, 12717853890, 12717853891, 12717853892, 12717853893, 12717853894, 12717853895]"
1373604825,footway,Unnamed,"[12717853896, 12717853897, 12717853898, 12717853899, 12717853900, 12717872401, 12717872402, 12717872403, 12717872404, 12717872405, 12717872406]"
1373604826,footway,Unnamed,"[12717872405, 12717872407, 12717872408, 12717872409, 12717872410, 12717872411, 12717872412]"
1373604827,footway,Unnamed,"[12717853886, 12717872413, 12717872414, 12717872415, 12717872416, 12717872405]"
1373604828,footway,Unnamed,"[12717872415, 12717872402]"
1373604829,footway,Unnamed,"[12717872431, 12717872432, 12717872433, 12717872434, 12717872412, 12717872417, 12717872418, 12717872419, 12717872424, 12717872425, 12717872426, 12717872427, 12717872428, 12717872429, 12717872430, 12717872420, 12717872550, 12717872421, 12717872422, 12717872423, 12717872431]"
1373604837,footway,Unnamed,"[12717853886, 12717872549, 12717872550]"
1373610024,service,Unnamed,"[12717927417, 12717927446, 12717927440, 12717927441, 12717927442, 12717927443, 12717927444, 12717927445, 12717927436, 12717927447, 12717927434, 12717927435, 6078101588, 6078101591, 12717927412, 12717927413, 12717927414, 12717927415, 12717927416, 12717927448, 12717927421, 12717927420, 12717927419, 12717927418, 12717927417]"
1373610025,service,Unnamed,"[12717927448, 12717927449]"
1373610026,footway,Unnamed,"[12717927455, 12717927454]"
1373610027,footway,Unnamed,"[12717927454, 12717927453]"
1373610028,footway,Unnamed,"[12717927452, 12717927455]"
1373633501,footway,Unnamed,"[10067239010, 12718013690]"
1373646066,service,Unnamed,"[12718204747, 12718204748, 12718204749, 6094921279]"
1373653569,service,Unnamed,"[3489221698, 12718249456, 12718249458, 12718249459, 12718249460, 12718249461, 12718249462]"
1373690654,service,Unnamed,"[12718504296, 12718504297, 8459630872]"
1374004801,service,Unnamed,"[12721861289, 12721861290, 12721861291, 12721861292, 12721937942, 12721861293, 12721861294, 12721861295, 12721899801, 12721861296, 12721861297, 12721861298, 12721861299, 12721861281, 12721861284, 12721861285, 12721861286, 12721861287, 12721861300, 12721861288, 12721861282, 12721861283, 12721861289]"
1374004802,service,Unnamed,"[12721899801, 4930104117, 1931663110]"
1374009911,footway,Unnamed,"[12721934694, 12721934695, 12721937944, 12721934696, 12721934697, 12721934698, 12721934699, 12721934700, 12721937901, 12721934683, 12721934684, 12721934687, 12721937941, 12721934688, 12721934689, 12721937950, 12721934690, 12721934691, 12721934692, 12721934693, 12721937947, 12721934685, 12721934686, 12721934694]"
1374009912,footway,Unnamed,"[12721937913, 12721937914, 12721937915, 12721937916, 12721937917, 12721937918, 12721937919, 12721937920, 12721937902, 12721937903, 12721937906, 12721937940, 12721937907, 12721937908, 12721937951, 12721937909, 12721937910, 12721937911, 12721937912, 12721937946, 12721937904, 12721937905, 12721937913]"
1374009913,footway,Unnamed,"[12721937929, 12721937930, 12721937945, 12721937931, 12721937932, 12721937933, 12721937943, 12721937934, 12721937935, 12721937936, 12721937937, 12721937938, 12721937939, 12721937921, 12721937924, 12721937925, 12721937926, 12721937927, 12721937952, 12721937928, 12721937922, 12721937923, 12721937929]"
1374009914,footway,Unnamed,"[12721937926, 12721937940, 12721937941, 12721937942]"
1374009915,footway,Unnamed,"[12721937943, 12721937914, 12721937944]"
1374009916,footway,Unnamed,"[12721937945, 12721937946, 12721937947, 12721937948]"
1374009917,footway,Unnamed,"[12721937921, 12721937902, 12721934683]"
1374009918,footway,Unnamed,"[12721937949, 12721937950, 12721937951, 12721937952]"
1374342394,service,Unnamed,"[11622028055, 13144360550, 1805062871]"
1374346686,service,Unnamed,"[12724922297, 12724922298, 12724922299]"
1374351273,service,Unnamed,"[12725034645, 12725034646, 12725034647, 12725034648, 12725034649]"
1374367789,footway,Unnamed,"[3547375948, 12725162841, 12725162842, 12725162843, 12725162840]"
1374421721,track,Unnamed,"[10774463032, 12725740246, 12725740247, 12725740248, 12725740249, 12035946936]"
1374421722,service,Unnamed,"[12035946936, 12035946934]"
1374421723,residential,Unnamed,"[1278020489, 2154003279, 12725740250]"
1374421724,residential,Unnamed,"[12725740250, 10957877114, 12725740251]"
1374421725,unclassified,Unnamed,"[12725740256, 2074325567]"
1374421726,residential,Unnamed,"[11699293876, 11699293875, 11699293874, 11699293873, 11699293872, 11699293871, 11699293870, 11699293869, 13167596998, 11699247568]"
1374421727,footway,Unnamed,"[3489002146, 11699293876]"
1375771480,residential,Unnamed,"[4502789165, 3489610170]"
1375771738,footway,Unnamed,"[5363101786, 5363101787, 8413841337, 1857063149]"
1375771794,residential,Unnamed,"[3060871356, 3060871350, 8404206607, 296319826]"
1376009212,service,Unnamed,"[1124396932, 12740574798, 12740574797, 12740574796, 12740574795]"
1376009213,residential,Unnamed,"[11038494354, 12740586406, 12740586405, 12740586404, 12740586403, 12740586402, 12740586401, 12740574800, 12740574799, 13112713010, 13112713009, 13112713008, 13112713007, 13112713006, 13112713005, 13112713004, 13112713003, 13112713002, 13112713001, 13112704600, 13112704599]"
1376670223,footway,Unnamed,"[3166114463, 2477426317, 8461599763, 6084895419]"
1376670225,service,Unnamed,"[6084290862, 6286900587]"
1378847759,residential,Unnamed,"[1950448999, 12768027518]"
1380237033,service,Unnamed,"[2075921379, 12778183433, 12778183432, 12778183431, 12778183430]"
1381105774,residential,Unnamed,"[12785639139, 12785639138, 12785639137, 12785639136, 12785639135]"
1381105775,residential,Unnamed,"[12785639149, 12785639148, 12785639147, 12785639146, 12785639145, 12785639144, 12785639143, 12785639142, 12785639141, 12785639139, 12785639140]"
1381105776,residential,Unnamed,"[12785639158, 12785639156, 12785639155, 12785639154, 12785639153, 12785639152, 12785639151, 12785639150]"
1381105777,track,Unnamed,"[12785639172, 12785639171, 12785639170, 12785639169, 12785639168, 12785639167, 12785639166, 12785639165, 12785639164, 12785639163, 12785639162, 12785639161, 3479566655]"
1381114716,service,Unnamed,"[12785747419, 12785747418, 12785747417, 12785747416]"
1381134441,service,Unnamed,"[2451535402, 12785842088]"
1381134442,residential,Unnamed,"[1830679630, 12785842091, 12785842090, 12785842089]"
1381312200,residential,Unnamed,"[3487151040, 11070559187, 12787522808, 3487151028, 12787522806, 12787522805, 2167524298, 12787522804, 12787522803, 11064222230, 12787522802, 3487151037]"
1381312202,tertiary,Unnamed,"[2167523686, 2188336811, 11058012071, 12787517097, 12787517096, 12787517095, 12787517094]"
1382256464,residential,Unnamed,"[11872078770, 12049472849]"
1382256465,residential,Unnamed,"[12096363024, 12797491591]"
1382256466,residential,Unnamed,"[1954458812, 12797491594, 12797491593, 12797491592]"
1382256720,residential,Unnamed,"[11058117808, 12797485094, 12797485093]"
1383564246,residential,Unnamed,"[12809687904, 12809687905]"
1383762635,residential,Unnamed,"[12811628913, 12811628912, 12811628906, 12811628911, 12811628907, 12811628908, 12811628910, 12811628909]"
1383762636,residential,Unnamed,"[12787522871, 12811628913, 12811628914]"
1383762637,residential,Unnamed,"[12811628918, 12811628917, 12811628916, 12811628915, 9726008425]"
1383796884,service,Unnamed,"[11009573445, 12811914327, 12811914324, 12811914323, 12811914326, 12811914325]"
1383796885,residential,Unnamed,"[7461231254, 7461231255]"
1383987603,service,Unnamed,"[6102297731, 12813937637, 12813937636, 12813937635, 12813937634]"
1384751279,service,Unnamed,"[12820799456, 12820799455, 12820799454, 12820799452, 12820799453, 9931615654]"
1386927497,service,Unnamed,"[12839340248, 12839340249, 12839340250, 12839340251, 12839340252, 12839340253]"
1388701292,path,Unnamed,"[12854763031, 12854763032]"
1389441996,path,Unnamed,"[6112810638, 12854763963, 12854763964, 12854763965]"
1389441997,path,Unnamed,"[12854763956, 12854763957, 12854763958, 12854763959]"
1389441998,path,Unnamed,"[12854763959, 12861929553, 12861929554, 12861929555, 12861929556]"
1389441999,path,Unnamed,"[12861929556, 6112810638]"
1389443106,path,Unnamed,"[12861897200, 12861949302, 12861949303, 12861949304, 12861949305, 12861949306, 12861949307, 13383430352]"
1389443107,path,Unnamed,"[12861949309, 12861949310, 12861949311, 12861949312, 13383477811, 12861949331, 12861949313, 12861949314, 12861949315, 13383477812, 12861949316, 12861949330, 12861949329, 12861949328, 12861949327, 12861949335, 12861949326, 12861949325, 12861949324, 12861949323, 12861949309]"
1389443108,path,Unnamed,"[12861949331, 12861949332, 12861949321]"
1389443109,path,Unnamed,"[12861949335, 12861949337, 13383472700, 12861949336]"
1389443110,path,Unnamed,"[12861949337, 12861949306]"
1389443111,path,Unnamed,"[425256488, 12861897199, 12861897200]"
1389453297,path,Unnamed,"[12861994079, 12861994080, 12861994081, 12861994082, 12861994083]"
1389874560,service,Unnamed,"[12865072924, 12865072923]"
1389874561,residential,Unnamed,"[12865072933, 12865072932, 12865072931, 12865072929, 12865072930]"
1389874562,residential,Unnamed,"[12865072939, 12865072938, 12865072934, 12865072935, 12865072937, 12865072936, 1832396429]"
1390137807,residential,Unnamed,"[11990363888, 12869034261, 12869034263, 12869034262]"
1390674051,residential,Dewal Marg,"[12872898655, 2517022771, 12872898656, 12872898657, 12872898658, 12872898659, 12872898660, 12872898661, 6135535989]"
1394165929,service,Unnamed,"[12905887267, 12905887268]"
1394165930,service,Unnamed,"[12905887270, 3504802794]"
1394165931,service,Unnamed,"[3483265600, 12905887272, 12905887273]"
1394178578,track,Unnamed,"[12906014877, 12906014878, 12906014879, 12906014880, 12906014881, 12906014882, 12906014883, 12906014884]"
1394466851,service,Unnamed,"[12908712689, 12908712690, 12908712691]"
1394469670,residential,Unnamed,"[12908848147, 12908848148, 1496663238]"
1394480660,service,Unnamed,"[12908949436, 6989106816, 7769938926, 6989106817, 12908949436]"
1394480661,service,Unnamed,"[6989106816, 6989106815]"
1394480663,service,Unnamed,"[12908949447, 12908949450, 12908949436]"
1394480664,service,Unnamed,"[12908949450, 12908949451, 12908949452]"
1395448672,footway,Unnamed,"[12916992701, 3068114833]"
1395448673,service,Unnamed,"[12916992707, 12916992706, 12916992705]"
1395702430,residential,Unnamed,"[12919086977, 12919086978, 12919086979, 12919086980, 12919086981, 12919086982, 12919086983]"
1395702432,service,Unnamed,"[12919121904, 12919121905, 12919121906, 12919121907]"
1395702437,service,Unnamed,"[1832349295, 12919121932, 13271628077, 12919121933, 12919121934, 12919121935]"
1395702438,service,Unnamed,"[12919121935, 12919121936, 6098500782]"
1395915374,service,Unnamed,"[8475083756, 12920815608]"
1395919448,service,Unnamed,"[12920827790, 12920827791, 12920827792, 12920827793, 12920827794, 12920827795, 12920827796, 2024356180, 12920827797, 12920827798, 12920827799, 12920827800, 12920842401]"
1395933772,service,Unnamed,"[1945933008, 1905155718]"
1395933773,residential,Milijuli Marg,"[1905155727, 1905155745, 1905155718]"
1395933785,service,Unnamed,"[2101266832, 12920966665]"
1395933786,service,Unnamed,"[12920966666, 12920966665, 12920966667, 12920966668, 12920966669, 12920966670]"
1395933787,service,Unnamed,"[12920966671, 12920966670, 12920966672, 12920966665]"
1395933788,service,Unnamed,"[12920966671, 12920966673, 12920966674]"
1395946591,residential,Unnamed,"[1835421180, 3084565679, 5633801307]"
1395975772,service,Unnamed,"[12921292014, 12921292015]"
1395975773,service,Unnamed,"[12921292035, 12921292036]"
1395983972,tertiary,पारिजात सादक,"[1275280719, 10089453896, 1275280722, 1275280750, 12921360412, 1980583757, 11971247261, 12921360407]"
1395983973,tertiary,पारिजात सादक,"[12921360407, 12921360408]"
1395983974,residential,Unnamed,"[11971318487, 12921360414]"
1395983975,residential,Unnamed,"[12921360414, 12921360413]"
1395983976,residential,Unnamed,"[12921360421, 12921360422]"
1395983977,residential,Unnamed,"[12921360422, 1979178760]"
1395984943,service,Unnamed,"[12921361320, 12921361321]"
1395984944,service,Unnamed,"[11070794685, 10926321960, 10926321959, 10926321958, 10926321957, 10926321956, 10926321955, 12921345785, 8412317644]"
1395984945,service,Unnamed,"[8412317644, 9964770275]"
1395986070,service,Unnamed,"[12921345785, 12921345786, 12921345787, 12921345788, 12921345789, 12921345790, 12921345791, 12921345792]"
1396145361,service,Unnamed,"[12922652123, 12922652124]"
1396169794,residential,Unnamed,"[12922866379, 12922866384, 12922866380, 12922866381, 12922866382, 12922866383]"
1396169795,residential,Unnamed,"[12922866384, 12922866385, 12922866386, 12922866387, 12922866388, 2212793053]"
1396500723,service,Unnamed,"[3071476288, 12925210854, 12925210855, 12925210856, 12925210857, 12925210858]"
1396500724,service,Unnamed,"[12925210875, 12925210876, 12925210877, 12925210878, 12925210879, 12925210880, 12925210881, 12925210882, 12925210865, 12925210866, 12925210869, 12925210870, 12925210871, 3503095718, 12925210872, 12925210873, 12925210874, 12925210867, 12925210868, 12925210875]"
1396500726,service,Unnamed,"[5047365033, 12925210898, 12925210899, 12925210900, 12925217201, 12925217202, 12925217203, 12925217204, 12925217205, 12925217206, 12925217207, 5052853301]"
1396500727,service,Unnamed,"[2594870769, 12925217211, 12925217212, 12925217213]"
1396502468,residential,Unnamed,"[7069041015, 1952347857, 2218658285, 1832349569, 1952347865]"
1396502469,service,Chalcha Marg,"[1952347865, 1968470510]"
1396502470,service,Unnamed,"[12925208767, 12925208768]"
1396502471,service,Unnamed,"[12925208769, 12925208770]"
1396502472,service,Unnamed,"[3066526788, 12908712691]"
1396502473,service,Unnamed,"[12908712691, 6409523999]"
1396502475,service,Unnamed,"[12925208779, 12925208778, 12925208780, 12925208781, 12925208782, 3143415467, 12925208783, 12925208784, 12925208785, 12925208786, 12925208787, 12925208788, 13114099723, 12925208789, 8399946035]"
1396502727,service,Unnamed,"[1832429817, 12925224071, 12925224072, 12925224073, 12925224074]"
1396508731,service,Unnamed,"[1942462647, 12925263376]"
1396508735,service,Unnamed,"[12925291807, 12925291808, 12925291809, 12925291810]"
1396508736,service,Unnamed,"[12925291814, 12925291815, 12925291816]"
1396528974,residential,Unnamed,"[1273503561, 12925349651, 12925349652, 12925349653, 12925349654]"
1396528975,service,Unnamed,"[12925349657, 12925349658]"
1396539558,footway,Unnamed,"[12925470816, 6275508123, 1317078042, 6089694628, 12925470817, 12925470818]"
1396539559,path,Unnamed,"[12925470819, 12925470820]"
1396542744,service,Unnamed,"[12925517022, 12925517023, 12925517024, 12925517025, 12925517026, 12925517027]"
1396542754,track,Unnamed,"[10918124284, 10918124285, 10918124286, 5047648218, 12925517064, 12925517065, 12925517066, 12925517067, 12925517068, 12925517069, 12925517070, 12925517071, 12925517072, 12925517073]"
1396563721,service,Unnamed,"[425227581, 12925651514, 12925651515, 12925651516]"
1396573064,service,Unnamed,"[12925717011, 11941805041]"
1396573065,service,Unnamed,"[11941805040, 12925717012]"
1396585466,service,Unnamed,"[12925821331, 12925821328, 12925821332]"
1396607613,service,Unnamed,"[12925985341, 12925985342]"
1396844863,footway,Unnamed,"[12928058354, 12928058353]"
1396844864,footway,Unnamed,"[12928058352, 12928058354]"
1396844865,footway,Unnamed,"[6446523404, 12928058355, 12928058356, 12928058353, 12928058357, 12928058358, 12928058359, 12928058360, 12928058361]"
1409118698,service,Unnamed,"[10880682292, 12948761018, 12948761019]"
1409118699,service,Unnamed,"[12948761018, 12948761020, 12948761021, 12948761022]"
1409118700,service,Unnamed,"[12948761023, 12948761024, 12948761025]"
1409181605,service,Unnamed,"[12949220826, 12949220827]"
1409181606,service,Unnamed,"[12949220864, 12949220863, 12949220862, 12949220861, 12949220860, 12949220865, 12949220859, 12949220858, 12949220857, 12949220828, 12949220827, 12949220837, 12949220834, 12949220829]"
1409181608,service,Unnamed,"[12949220834, 12949220835, 12949220836, 12949220837]"
1409181610,service,Unnamed,"[12949220865, 12949220866, 12949220867, 4914105065]"
1409958406,residential,Tathagat Matga,"[12955693455, 1281233979]"
1410888668,living_street,Unnamed,"[12964276905, 12964276906, 12964276907, 12964276908, 12964276909, 12964276910, 12964276911, 12964276912, 12964276913, 12964276914]"
1411080074,service,Unnamed,"[5047243960, 12965724049, 12965724050, 12965724051]"
1411080077,service,Unnamed,"[12965724072, 12965724073, 12965724074, 12965724075, 12965724076, 12965724077, 12965724078, 12965724079]"
1413009998,service,Unnamed,"[12985414988, 12985414989, 11135347255]"
1413011910,residential,Unnamed,"[3069572504, 6072609695, 6072609693, 6072609694, 3069572505]"
1413190454,footway,Unnamed,"[1817402461, 1817411391]"
1413289020,unclassified,Unnamed,"[10901191279, 12987968144, 12987968145, 12987968146, 12987968147, 12987968148, 12987968149, 12987968150, 3495148527]"
1413620241,service,Unnamed,"[12991119450, 12991119451, 12991119452, 12991119453, 12991119454, 12991119455, 12991119456]"
1413818760,service,Unnamed,"[12992203421, 12992203422, 12992203423, 12992203424, 12992203425, 12992203426, 12992203427, 12992203428, 12992203429, 12992203430]"
1413997553,service,Unnamed,"[12993564036, 1832349370, 12993564037, 1832349355, 1832349332]"
1413997554,service,Unnamed,"[12993564037, 12993564038]"
1413997555,service,Unnamed,"[12993564041, 12993564042, 12993564043, 12993564044]"
1413998970,service,Unnamed,"[1832396460, 12993582680, 12993582681, 12993582682, 12993582683, 1741695882]"
1413998974,residential,Unnamed,"[2517724118, 6102813270, 11782247445]"
1413998975,residential,Unnamed,"[11782247445, 12993582699]"
1413998976,residential,Unnamed,"[1952189378, 1496633973, 1797789212, 1496634015]"
1414015568,service,Unnamed,"[12993764748, 12993764749, 12993764750, 12993764751, 12993764752, 12993764753, 12993764754, 12993764755, 12993764756, 12993764757, 12993764758, 12993764759, 12993764666]"
1414292999,primary,Unnamed,"[10921097925, 6127458889, 6127458890, 10921100866, 6098416854, 6127458891, 1960744435, 6262878201, 10926734313, 7257108629, 7257108630]"
1414293000,primary,Unnamed,"[3316385574, 6677587408, 1832324201, 10921097924, 10921097925]"
1414293184,primary,रिंग रोड,"[3316385572, 1832395040, 10926734324, 10926734331, 6677648528, 6262878206, 10926734329, 1960744487]"
1414293185,primary,रिंग रोड,"[10921097930, 12996115712, 6127458893, 1960744470, 3316385572]"
1414579282,service,Unnamed,"[12998608793, 12998608794, 12998608795]"
1414579283,secondary,सेतोपुल,"[1274038168, 12998608798]"
1414579284,service,Unnamed,"[12998608800, 12998645501]"
1414579962,service,Unnamed,"[12998629477, 12998629478, 12998629479, 12998629480]"
1414612929,service,Unnamed,"[12998904639, 12998904640, 12998904641, 12998904642]"
1414613865,service,Unnamed,"[12998867660, 12998867661, 11801775043]"
1414627138,service,Unnamed,"[12999066014, 12999066015, 12999066016, 12999066017, 10653589096]"
1414628464,service,Unnamed,"[12999025315, 12999025316, 12999025317, 12999025318, 12999025319, 12999025320, 12999025321]"
1414803142,service,Unnamed,"[13000876467, 13000876468, 13000876469, 13000876470, 13000876471]"
1414812058,service,Unnamed,"[1906502718, 13000999326]"
1414815814,service,Unnamed,"[6097882619, 13001048020]"
1415316909,path,Unnamed,"[8421995223, 13005769257, 13005769258, 13005769259]"
1415338372,path,Unnamed,"[13005952195, 13005952196, 13005952200, 13005952197, 13005952198]"
1415338373,path,Unnamed,"[13005952199, 13005952196]"
1415340476,path,Unnamed,"[13005955775, 13005955776, 13005955777]"
1415342718,path,Unnamed,"[1278967623, 13005990984, 13005990985, 13005990986, 13005990987, 13005990988, 13005990989, 13005990990, 13005990991]"
1415345080,service,Unnamed,"[13006014846, 13006014849, 13006014847, 13006014848]"
1415345081,service,Unnamed,"[13006014849, 13006014850, 13006014851]"
1415377502,pedestrian,Unnamed,"[13006250259, 13006250260]"
1416263085,tertiary,Unnamed,"[3072788067, 13015047539]"
1416264686,path,Unnamed,"[13015069262, 13015069252, 13015069253, 13015069254]"
1416264697,service,Unnamed,"[13015107208, 13015107209, 13015107210, 13015107211, 13015107212]"
1416264761,tertiary_link,धोबीखोला (धोबीखोला) मार्ग,"[1945637573, 12725185109, 12725185110, 1945637574]"
1416264762,tertiary_link,नमुना मार्ग,"[4315534379, 4315547717, 4315547720, 12725185107, 12725185108, 4315547715]"
1416264763,tertiary_link,Unnamed,"[3179381499, 12725185105, 4315534382, 12725185106, 4315547715]"
1416264764,tertiary_link,Shanti Binayak Marg,"[1950448946, 12725185111, 4987087387, 1945637573]"
1416276305,service,Unnamed,"[13015147978, 13015147979, 13015147980]"
1416276306,service,Unnamed,"[13015147981, 13015147982, 13015147983, 13015147984]"
1416278944,service,Unnamed,"[1803523771, 13015236337]"
1416299427,service,Unnamed,"[13015363493, 2276890052]"
1416458796,path,Unnamed,"[13016730993, 13016730994]"
1416502078,service,Unnamed,"[13017061964, 13017061965, 13017061966, 13017061967, 6193720255]"
1416502085,path,Unnamed,"[13017061997, 13017061998, 13017061999, 13017062000, 13017062001, 13017062002, 13017062003]"
1416502086,path,Unnamed,"[13017061992, 13017062004, 13017062005, 13017062006]"
1416502088,service,Unnamed,"[3066257449, 13017062015]"
1416502108,path,Unnamed,"[13017062112, 13017062113, 13017062114]"
1416502109,path,Unnamed,"[13017062115, 13017062112]"
1416502110,service,Unnamed,"[13017062118, 13017062119]"
1416512213,service,Unnamed,"[13017135394, 13017135395, 13017135396, 13017135397]"
1416674381,service,Unnamed,"[13018472686, 13018472687, 13018472688]"
1416674382,service,Unnamed,"[13018472689, 13018472691, 13018472688, 13018472690]"
1416688295,residential,Unnamed,"[13018588064, 13018588065, 13018588066]"
1416696896,service,Unnamed,"[13018666456, 2276890055]"
1416741095,residential,Unnamed,"[13019010045, 13019010044, 13019010043, 13019010042, 2520631342]"
1416741096,residential,Unnamed,"[2294504414, 13019010049, 13019010048, 13019010047, 13019010046, 2520631346]"
1416741097,residential,Unnamed,"[13019010072, 13019010071, 13019010070, 13019010069, 13019010068, 13019010067, 13019010066, 13019010065]"
1416763472,service,Unnamed,"[13019201914, 13019201913, 13019201912, 13019201911, 13019201910, 13019201909]"
1416763473,service,Unnamed,"[13019201950, 13019201949]"
1416763474,service,Unnamed,"[13019201951, 13019201950]"
1416763475,residential,Unnamed,"[13019201915, 13019201952]"
1416763476,residential,Unnamed,"[13019201953, 13019201915]"
1416763477,service,Unnamed,"[13019201923, 13019201922, 13019201921, 13019201920, 13019201919, 13019201918, 13019201917, 13019201916]"
1416763478,residential,Unnamed,"[12787522978, 13019201924, 2520629311]"
1416763479,residential,Unnamed,"[11886942372, 13019201929, 13019201928, 13019201927, 13019201926, 13019201925]"
1416763480,residential,Unnamed,"[13019201938, 13019201937, 13019201936, 13019201935, 13019201934, 13019201933, 13019201932, 13019201931, 13019201930, 12313533015]"
1416763481,service,Unnamed,"[356102513, 13019201951]"
1416763482,service,Unnamed,"[13019201949, 13019201948, 13019201947, 13019201946, 13019201945, 13019201944, 13019201943, 13019201942, 13019201941, 13019201940, 13019201939, 13019201949]"
1416885191,service,Unnamed,"[2039616772, 2039616766]"
1416935610,path,Unnamed,"[6054437375, 13020707713, 13020707714]"
