place_id,name,lat,lng,type,rating,review_count,price_level,is_operational,source,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,competition_pressure,suitability
osm_8696832028,मार्कहम बिस्ट्रो,27.7122466,85.3107287,cafe,,,,True,openstreetmap,104.0,33.0,0.0,274.95,5.0,438.78,26.0,4.0,83.55,3.0,114.54,0.0,500.0,85.31,0.37,10.0,10.0,High
osm_4299434289,चिया र कफी,27.6627453,85.3059894,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_3509034495,स्टार क्याफे,27.7094937,85.3165901,cafe,,,,True,openstreetmap,26.0,12.0,0.0,257.51,29.0,315.17,14.0,7.0,78.02,4.0,248.37,4.0,23.64,76.39,4.0,10.0,10.0,High
osm_5443291921,cafe bliss,27.7139037,85.3112841,cafe,,,,True,openstreetmap,108.0,55.0,0.0,225.09,7.0,379.1,17.0,0.0,213.55,5.0,222.08,0.0,500.0,75.12,1.02,8.6,10.0,High
osm_4366618678,Unknown Cafe,27.7175541,85.3091367,cafe,,,,True,openstreetmap,67.0,5.0,0.0,348.49,11.0,252.91,18.0,4.0,63.15,4.0,166.2,7.0,138.83,98.04,4.95,10.0,10.0,High
osm_5811285128,Didiko Khaja ghar,27.6885854,85.3440943,cafe,,,,True,openstreetmap,15.0,2.0,0.0,335.36,25.0,338.06,17.0,4.0,120.93,2.0,320.67,1.0,436.56,59.84,2.11,8.2,10.0,High
osm_2077238425,New Horizon cafe,27.7385718,85.3252583,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6056855122,Himalayan Beanz barista and bakery school,27.7085974,85.3259225,cafe,,,,True,openstreetmap,24.0,6.0,0.0,314.45,13.0,294.0,12.0,1.0,182.36,6.0,292.25,2.0,154.39,76.39,3.73,10.0,10.0,High
osm_3347632389,Coffee and Cupcakes,27.6821723,85.3168394,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_2090732553,Peace Corner Food Cafe,27.7174037,85.3251821,cafe,,,,True,openstreetmap,14.0,6.0,0.0,223.56,4.0,310.4,9.0,1.0,164.59,2.0,202.52,0.0,500.0,35.65,0.91,7.0,9.41,High
osm_2684763711,Kathmandu Tea Room,27.670217,85.3123899,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6524367786,सामसरा कफी,27.7202207,85.3308557,cafe,,,,True,openstreetmap,21.0,5.0,0.0,319.98,13.0,339.1,17.0,1.0,113.53,3.0,273.46,3.0,370.27,73.85,2.48,10.0,10.0,High
osm_2684756431,Newari Fast Food,27.6688312,85.3098016,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4513310490,Unknown Cafe,27.724934,85.3606975,cafe,,,,True,openstreetmap,32.0,5.0,0.0,337.43,9.0,360.26,15.0,1.0,190.63,2.0,96.02,5.0,243.54,70.03,2.24,10.0,10.0,High
osm_7187648185,Ramailo Chautari Cafe,27.7225539,85.3359433,cafe,,,,True,openstreetmap,15.0,2.0,0.0,355.68,1.0,485.58,18.0,1.0,197.35,1.0,482.56,0.0,500.0,52.2,0.02,7.8,10.0,High
osm_7816973945,HImalayan Java Baluwatar,27.726702,85.3307019,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4141167689,Cafe,27.7016958,85.3268655,cafe,,,,True,openstreetmap,6.0,1.0,0.0,313.04,9.0,369.72,24.0,2.0,81.38,2.0,72.33,3.0,331.77,85.31,2.61,10.0,4.32,High
osm_8696242410,Beautiful Private Chef,27.7114274,85.3120881,cafe,,,,True,openstreetmap,93.0,17.0,0.0,301.8,11.0,425.12,24.0,5.0,141.02,3.0,240.71,1.0,388.43,84.03,1.2,10.0,10.0,High
osm_2236942184,Meet Point Cafe,27.6953955,85.3408978,cafe,,,,True,openstreetmap,9.0,2.0,0.0,317.92,12.0,437.97,28.0,2.0,126.17,5.0,317.95,0.0,500.0,103.13,0.74,10.0,6.23,High
osm_2027866686,Anmol Catering Service,27.6906279,85.3348877,cafe,,,,True,openstreetmap,18.0,6.0,0.0,249.52,48.0,303.24,21.0,3.0,42.43,8.0,208.4,3.0,111.51,115.86,4.78,10.0,10.0,High
osm_6371985765,H2O Cafe,27.7178141,85.3474135,cafe,,,,True,openstreetmap,17.0,6.0,0.0,264.02,97.0,240.86,29.0,2.0,197.16,8.0,42.76,5.0,36.61,143.88,5.81,10.0,10.0,High
osm_2090623548,दरबार क्याफे र फास्ट फूड,27.7179881,85.3217275,cafe,,,,True,openstreetmap,19.0,1.0,0.0,355.07,4.0,435.58,9.0,2.0,70.69,2.0,439.86,2.0,373.05,43.29,0.85,6.1,10.0,High
osm_1905155387,Universal Cafe,27.7393987,85.3389263,cafe,,,,True,openstreetmap,11.0,3.0,0.0,289.26,7.0,261.26,11.0,2.0,193.11,3.0,182.39,1.0,178.79,50.93,2.86,8.3,7.5,High
osm_4329284695,Mellow Mug,27.6809659,85.3204337,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_5339943224,Unknown Cafe,27.7008244,85.3826938,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1349697710,निर्मला,27.7161351,85.3099503,cafe,,,,True,openstreetmap,90.0,29.0,0.0,270.01,11.0,358.2,17.0,1.0,189.27,5.0,204.24,6.0,303.0,98.04,2.79,10.0,10.0,High
osm_3391516598,Cafe Soma,27.7275171,85.330661,cafe,,,,True,openstreetmap,18.0,3.0,0.0,323.82,5.0,404.81,20.0,1.0,73.5,2.0,78.5,2.0,325.72,71.3,1.37,10.0,10.0,High
osm_6573684485,Unknown Cafe,27.6850752,85.3873125,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_5501106721,Unknown Cafe,27.6839764,85.2985299,cafe,,,,True,openstreetmap,1.0,1.0,0.0,0.0,23.0,135.74,6.0,2.0,161.32,2.0,33.68,4.0,104.48,43.29,7.2,7.3,1.14,High
osm_7183426485,traditional food cafe,27.7101515,85.3135879,cafe,,,,True,openstreetmap,67.0,8.0,0.0,357.65,23.0,376.46,22.0,7.0,46.74,2.0,148.96,3.0,186.08,80.21,3.04,10.0,10.0,High
osm_669530248,New Orleans Cafe,27.6760015,85.3142368,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_3626551800,Unknown Cafe,27.7233361,85.3632029,cafe,,,,True,openstreetmap,37.0,16.0,0.0,230.09,6.0,261.63,16.0,0.0,258.42,4.0,329.2,2.0,292.33,73.85,2.49,7.0,10.0,High
osm_2754314875,Islington Canteen,27.7077309,85.3251574,cafe,,,,True,openstreetmap,25.0,5.0,0.0,279.19,13.0,332.87,12.0,2.0,170.74,6.0,190.91,2.0,263.77,76.39,3.26,10.0,10.0,High
osm_6398038386,Unknown Cafe,27.6856343,85.3206265,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1898521001,Espression the cafe,27.7150782,85.3265014,cafe,,,,True,openstreetmap,18.0,2.0,0.0,293.89,14.0,293.58,7.0,1.0,187.62,3.0,62.26,1.0,432.3,40.74,2.66,7.1,10.0,High
osm_4250466798,Bliss Raw cafe,27.7222497,85.3623753,cafe,,,,True,openstreetmap,38.0,19.0,0.0,212.23,6.0,348.43,10.0,0.0,278.43,4.0,199.3,2.0,274.11,58.57,1.92,6.7,10.0,High
osm_6280119124,Red Cafe,27.7353344,85.3376844,cafe,,,,True,openstreetmap,13.0,2.0,0.0,352.47,6.0,424.82,6.0,1.0,123.91,3.0,434.43,1.0,455.31,38.2,0.66,5.3,8.78,High
osm_5331658619,Cafe Chheli,27.6763813,85.3120522,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4707907789,Unknown Cafe,27.7263913,85.3025702,cafe,,,,True,openstreetmap,1.0,1.0,0.0,0.0,7.0,267.72,9.0,1.0,194.31,2.0,226.07,3.0,67.38,47.11,3.79,10.0,1.14,High
osm_2684757122,Tandoori fast food,27.671919,85.3129037,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6390260885,Cafe du Pashupati,27.7098173,85.3506801,cafe,,,,True,openstreetmap,5.0,2.0,0.0,267.9,17.0,456.52,4.0,0.0,361.58,1.0,496.1,1.0,406.79,20.37,0.77,1.9,3.68,High
osm_4637331289,फालानो कफी घर,27.6792609,85.3170332,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_5948298807,Kar.ma Coffee @ HUB,27.713477,85.312336,cafe,,,,True,openstreetmap,104.0,38.0,0.0,244.53,7.0,323.65,15.0,0.0,266.63,4.0,308.52,1.0,488.57,67.48,1.51,6.4,10.0,High
osm_2088458832,Radhe Radhe Bakery Cafe,27.7213424,85.337798,cafe,,,,True,openstreetmap,11.0,4.0,0.0,250.0,4.0,453.13,13.0,2.0,94.79,0.0,500.0,0.0,500.0,33.1,0.22,5.9,7.5,High
osm_6117187685,Unknown Cafe,27.6995757,85.2811467,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1927559646,एनडीको,27.6693345,85.3357777,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4418021591,Unknown Cafe,27.7188053,85.3175635,cafe,,,,True,openstreetmap,15.0,7.0,0.0,232.93,4.0,238.31,6.0,1.0,158.67,1.0,165.99,4.0,69.21,36.92,3.35,9.4,10.0,High
osm_4866405621,Unknown Cafe,27.694091,85.319602,cafe,,,,True,openstreetmap,8.0,2.0,0.0,347.17,26.0,349.59,1.0,0.0,221.12,4.0,211.24,3.0,28.35,39.47,3.22,6.8,5.59,High
osm_3329427562,एक्सप्रेसो डिलाईट,27.7094121,85.3166482,cafe,,,,True,openstreetmap,25.0,10.0,0.0,251.35,29.0,318.12,14.0,7.0,73.27,4.0,258.75,4.0,14.69,76.39,3.98,10.0,10.0,High
osm_4813039923,भगवान बाहल क्याफे,27.7153536,85.3123371,cafe,,,,True,openstreetmap,96.0,39.0,0.0,242.09,10.0,360.6,10.0,1.0,66.05,4.0,285.75,3.0,334.82,62.39,2.38,9.0,10.0,High
osm_669512726,Bay 7 Restaurant & Bar,27.6810649,85.3104154,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_3221248085,Unknown Cafe,27.7294145,85.3309557,cafe,,,,True,openstreetmap,14.0,5.0,0.0,254.43,0.0,500.0,16.0,3.0,150.5,3.0,245.28,0.0,500.0,59.84,0.0,9.5,9.41,High
osm_7757295486,Unknown Cafe,27.6854763,85.3301731,cafe,,,,True,openstreetmap,19.0,1.0,0.0,386.47,6.0,431.44,22.0,3.0,83.26,2.0,427.14,0.0,500.0,68.75,0.49,9.4,10.0,High
osm_5436915452,Eliz cafe,27.6770715,85.2807432,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1349658493,Annapurna,27.7153399,85.3116362,cafe,,,,True,openstreetmap,97.0,43.0,0.0,225.05,12.0,400.98,15.0,1.0,111.52,5.0,264.96,5.0,393.25,89.13,1.6,10.0,10.0,High
osm_4742382628,Unknown Cafe,27.6929724,85.3669302,cafe,,,,True,openstreetmap,4.0,1.0,0.0,265.63,5.0,430.22,11.0,2.0,52.04,0.0,500.0,1.0,428.39,31.83,0.61,5.6,3.05,High
osm_5158172421,Unknown Cafe,27.7286503,85.3258848,cafe,,,,True,openstreetmap,23.0,7.0,0.0,290.28,1.0,95.51,12.0,2.0,96.89,3.0,295.98,1.0,95.51,53.48,1.56,10.0,10.0,High
osm_5304916525,Unknown Cafe,27.7463261,85.316654,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4985309194,Universal Cafe,27.7393436,85.3389259,cafe,,,,True,openstreetmap,11.0,3.0,0.0,287.83,8.0,292.14,11.0,2.0,193.95,3.0,184.01,1.0,181.03,50.93,2.85,8.3,7.5,High
osm_2543546393,भाउजूको भट्टी,27.6817082,85.3199675,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_3072783382,CS sekuwa,27.7313219,85.3491615,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1349680730,Momo,27.7113583,85.3087489,cafe,,,,True,openstreetmap,80.0,8.0,0.0,343.89,7.0,409.26,35.0,7.0,113.33,2.0,104.01,1.0,371.63,105.68,1.1,10.0,10.0,High
osm_1787021172,Unknown Cafe,27.669445,85.3284707,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1945608815,Susmita Hotel,27.6875204,85.3264731,cafe,,,,True,openstreetmap,15.0,3.0,0.0,259.22,9.0,334.94,19.0,7.0,93.36,3.0,343.45,1.0,398.71,71.3,2.05,9.2,10.0,High
osm_2082988632,A to Z Bakery Cafe,27.7209147,85.331515,cafe,,,,True,openstreetmap,17.0,5.0,0.0,289.77,13.0,349.18,16.0,2.0,13.95,3.0,204.12,3.0,362.85,71.3,2.52,10.0,10.0,High
osm_2090735351,अनु बेकरी र कफी पसल,27.7169692,85.3333621,cafe,,,,True,openstreetmap,14.0,2.0,0.0,336.6,7.0,353.26,24.0,4.0,21.45,2.0,101.03,1.0,294.61,77.67,1.78,10.0,9.41,High
osm_3331617443,हिमालय जाभा २,27.7141537,85.3138962,cafe,,,,True,openstreetmap,97.0,18.0,0.0,307.5,18.0,346.71,10.0,0.0,235.22,5.0,358.73,2.0,351.92,64.94,2.27,5.6,10.0,High
osm_2684769795,Bijukchhe Khaja Ghar,27.673687,85.3119559,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1880051587,Cafe Hessed,27.6759765,85.3143833,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4916380621,Unknown Cafe,27.7171524,85.3254913,cafe,,,,True,openstreetmap,15.0,7.0,0.0,229.02,9.0,391.52,9.0,1.0,130.28,3.0,175.64,1.0,480.91,45.84,1.22,7.7,10.0,High
osm_5848260185,Unknown Cafe,27.7270979,85.3237688,cafe,,,,True,openstreetmap,16.0,9.0,0.0,196.25,1.0,206.43,10.0,2.0,109.19,2.0,101.97,1.0,206.43,42.02,1.14,7.6,10.0,High
osm_2684818087,Unknown Cafe,27.6665351,85.3142779,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6048834185,श्याम पान पसल,27.6967354,85.2931566,cafe,,,,True,openstreetmap,3.0,2.0,0.0,82.33,0.0,500.0,12.0,0.0,201.14,3.0,177.29,0.0,500.0,49.66,0.0,6.3,2.41,High
osm_1990673886,Chilly Cafe,27.6737341,85.3731909,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_2047712323,City Food Cafe Restaurant,27.6813986,85.317548,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4329327889,Dani's Handmade Coffee,27.6728835,85.3245667,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4873577004,Citiy Tandoori Fast Food,27.666634,85.3138694,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6584505486,Unknown Cafe,27.7010153,85.3226018,cafe,,,,True,openstreetmap,5.0,4.0,0.0,160.54,21.0,218.54,22.0,9.0,59.18,6.0,215.88,2.0,77.54,101.86,5.57,10.0,3.68,High
osm_5675228621,Unknown Cafe,27.6718246,85.3878508,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_2082921627,शिशा क्याफे र लाउन्ज,27.703437,85.3103733,cafe,,,,True,openstreetmap,27.0,4.0,0.0,281.94,10.0,387.7,14.0,1.0,145.64,6.0,255.45,1.0,349.11,77.67,1.75,10.0,10.0,High
osm_2520619641,Cafe Soma,27.6786722,85.3104479,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6022260588,Unknown Cafe,27.7234595,85.3631504,cafe,,,,True,openstreetmap,36.0,15.0,0.0,225.01,6.0,253.5,15.0,0.0,244.31,4.0,343.69,2.0,278.17,71.3,2.57,6.7,10.0,High
osm_2700730521,Yaktumba De-Cafe,27.6543036,85.3057008,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4822511321,Unknown Cafe,27.6696453,85.3279588,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_3509030388,मामामिया,27.7088719,85.3150246,cafe,,,,True,openstreetmap,36.0,8.0,0.0,337.03,18.0,273.21,19.0,8.0,38.25,5.0,240.01,3.0,41.12,91.67,5.46,10.0,10.0,High
osm_1551745102,Cosmo De Cafe,27.704721,85.3061516,cafe,,,,True,openstreetmap,20.0,9.0,0.0,222.49,11.0,356.81,21.0,4.0,129.63,2.0,225.0,0.0,500.0,66.21,1.72,10.0,10.0,High
osm_5094291071,doban resturants,27.7279967,85.3149955,cafe,,,,True,openstreetmap,1.0,1.0,0.0,0.0,6.0,190.32,16.0,0.0,210.02,0.0,500.0,1.0,211.63,44.56,3.0,5.1,1.14,High
osm_4846949123,Unknown Cafe,27.7121939,85.3213096,cafe,,,,True,openstreetmap,21.0,1.0,0.0,385.14,24.0,360.46,3.0,0.0,433.55,0.0,500.0,1.0,285.61,11.46,2.25,1.2,10.0,Medium
osm_3512744074,Unknown Cafe,27.6716826,85.3644137,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4020227088,Unknown Cafe,27.6743874,85.3235756,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_7097644685,Unknown Cafe,27.714099,85.3484505,cafe,,,,True,openstreetmap,10.0,3.0,0.0,303.67,107.0,275.04,21.0,5.0,108.85,6.0,155.61,3.0,422.33,103.13,3.23,10.0,6.87,High
osm_5911756386,Unknown Cafe,27.7453621,85.316962,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_2111924049,Bajra Cafe,27.7089027,85.289138,cafe,,,,True,openstreetmap,6.0,1.0,0.0,335.58,1.0,455.27,7.0,0.0,202.3,3.0,313.97,1.0,455.27,40.74,0.17,3.6,4.32,High
osm_3325075145,हिमालय जाभा क्याफे,27.7099111,85.3170338,cafe,,,,True,openstreetmap,28.0,9.0,0.0,269.12,27.0,280.14,13.0,5.0,63.51,4.0,256.74,4.0,80.96,73.85,4.18,10.0,10.0,High
osm_4890884826,Coffee Pasal,27.7126275,85.3174486,cafe,,,,True,openstreetmap,30.0,6.0,0.0,316.88,24.0,206.68,9.0,0.0,348.28,1.0,320.94,2.0,154.2,36.92,4.76,3.7,10.0,High
osm_5516070827,Secret Garden Cafe,27.7137592,85.311701,cafe,,,,True,openstreetmap,106.0,56.0,0.0,227.39,7.0,357.56,16.0,0.0,231.1,5.0,254.58,0.0,500.0,72.57,1.2,8.3,10.0,High
osm_5281048221,Unknown Cafe,27.6895546,85.3988129,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_5973756579,Down Town Cafe,27.7455935,85.3420463,cafe,,,,True,openstreetmap,3.0,1.0,0.0,222.0,2.0,171.91,11.0,4.0,99.56,1.0,186.43,0.0,500.0,34.38,0.79,7.2,2.41,High
osm_6385168419,The Bakery Cafe,27.7190451,85.3513103,cafe,,,,True,openstreetmap,13.0,3.0,0.0,330.11,44.0,393.07,23.0,4.0,81.96,4.0,140.24,5.0,100.89,103.13,2.37,10.0,8.78,High
osm_4697135290,Unknown Cafe,27.6902605,85.3641305,cafe,,,,True,openstreetmap,4.0,1.0,0.0,283.06,8.0,415.29,11.0,3.0,97.76,1.0,428.6,2.0,389.5,42.02,1.34,6.3,3.05,High
osm_5278771622,Unknown Cafe,27.6867309,85.3971358,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_8695713370,रोयल क्याफे र फास्ट फूड,27.7161614,85.3131819,cafe,,,,True,openstreetmap,91.0,14.0,0.0,306.26,11.0,357.82,7.0,1.0,66.6,2.0,266.09,4.0,215.78,45.84,2.71,7.6,10.0,High
osm_4702950592,राजिव चिया पसल,27.6848467,85.3352833,cafe,,,,True,openstreetmap,9.0,4.0,0.0,258.35,27.0,415.36,20.0,5.0,46.97,4.0,170.09,1.0,389.71,80.21,1.31,10.0,6.23,High
osm_6992115285,Unknown Cafe,27.7240831,85.3642503,cafe,,,,True,openstreetmap,34.0,8.0,0.0,272.56,5.0,155.97,14.0,0.0,203.59,4.0,374.06,1.0,247.1,64.94,2.74,6.1,10.0,High
osm_6022300686,Unknown Cafe,27.7220987,85.3638741,cafe,,,,True,openstreetmap,36.0,11.0,0.0,243.54,6.0,363.98,13.0,0.0,255.6,4.0,177.24,2.0,384.1,66.21,1.45,7.6,10.0,High
osm_3506385601,क्याफेटेरिया,27.7089551,85.3166127,cafe,,,,True,openstreetmap,25.0,7.0,0.0,274.95,22.0,286.65,16.0,7.0,39.78,4.0,283.87,3.0,36.42,77.67,5.02,10.0,10.0,High
osm_5290826527,Unknown Cafe,27.7383815,85.3352595,cafe,,,,True,openstreetmap,12.0,7.0,0.0,214.56,10.0,278.82,9.0,2.0,177.68,7.0,186.14,2.0,262.22,75.12,3.29,9.6,8.14,High
osm_3074585435,Sagar Coke and Coffee Shop,27.7133195,85.344512,cafe,,,,True,openstreetmap,8.0,2.0,0.0,271.69,105.0,343.1,26.0,4.0,47.69,3.0,81.83,1.0,299.53,89.13,2.42,10.0,5.59,High
osm_5973756583,Fortune Food Cafe & Gazal,27.7425935,85.3394122,cafe,,,,True,openstreetmap,6.0,2.0,0.0,296.33,6.0,348.05,15.0,2.0,106.02,3.0,153.91,1.0,362.31,61.12,1.46,9.5,4.32,High
osm_1945637495,यौंग हार्ट बेकरी क्याफे,27.6922058,85.3297984,cafe,,,,True,openstreetmap,17.0,2.0,0.0,362.62,12.0,351.74,17.0,2.0,116.52,4.0,35.76,1.0,354.79,72.57,2.17,10.0,10.0,High
osm_4464318792,Unknown Cafe,27.6720257,85.3169819,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_2001289200,Trendy Cafe,27.7257736,85.3309047,cafe,,,,True,openstreetmap,13.0,5.0,0.0,262.85,6.0,255.53,16.0,1.0,85.92,2.0,117.48,2.0,131.18,61.12,3.59,9.7,8.78,High
osm_4198642245,Swotha Tea and Coffee Shop,27.67488,85.3254496,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1989508623,Bharyang Cafe,27.6856732,85.3453507,cafe,,,,True,openstreetmap,22.0,9.0,0.0,252.07,33.0,265.91,20.0,6.0,84.06,3.0,26.24,0.0,500.0,70.03,2.81,10.0,10.0,High
osm_3146940897,स्टार बीन क्याफे,27.683142,85.3054544,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_2521950150,Roadhouse Cafe,27.6761042,85.3130233,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_5867915590,Unknown Cafe,27.7041109,85.3103306,cafe,,,,True,openstreetmap,26.0,3.0,0.0,274.64,13.0,380.36,15.0,2.0,159.96,5.0,209.84,2.0,363.11,77.67,1.83,10.0,10.0,High
osm_4853038422,Coffee Ghar,27.7156986,85.3082,cafe,,,,True,openstreetmap,88.0,9.0,0.0,339.84,12.0,347.85,17.0,2.0,103.73,5.0,310.11,7.0,279.27,101.86,2.99,10.0,10.0,High
osm_2684818420,Work N Roll,27.6715851,85.3159634,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4896329122,Unknown Cafe,27.7405106,85.3994209,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_2166597514,Himalayan Java,27.703746,85.3076481,cafe,,,,True,openstreetmap,23.0,16.0,0.0,155.68,9.0,368.69,23.0,3.0,97.33,2.0,154.19,0.0,500.0,71.3,1.42,10.0,10.0,High
osm_2097704747,Coffee Express,27.710668,85.3177124,cafe,,,,True,openstreetmap,26.0,8.0,0.0,252.76,29.0,267.82,13.0,1.0,132.43,3.0,294.78,3.0,187.95,63.66,4.44,9.5,10.0,High
osm_4407301189,Unknown Cafe,27.6701675,85.3242253,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4170922389,कर्म कफी ,27.6774904,85.311412,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6959698848,Coffee Cloud Cafe,27.7061415,85.33371,cafe,,,,True,openstreetmap,6.0,2.0,0.0,317.95,6.0,314.16,23.0,4.0,69.9,2.0,250.49,3.0,261.5,82.76,2.94,10.0,4.32,High
osm_5265547821,Unknown Cafe,27.6984953,85.2992487,cafe,,,,True,openstreetmap,2.0,1.0,0.0,230.78,1.0,36.58,11.0,1.0,57.12,4.0,182.19,1.0,36.58,57.3,1.79,10.0,1.77,High
osm_4731862821,Unknown Cafe,27.6776598,85.3138856,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4706228913,Unknown Cafe,27.6648349,85.3190656,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_5217809629,क्रसरोड कफी हाउस,27.6578097,85.3259508,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1990685701,Jiwan Dairy and Coffee Shop,27.6744984,85.3802486,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6041542086,Just Coffee Nepal,27.7128297,85.3088942,cafe,,,,True,openstreetmap,92.0,15.0,0.0,291.59,3.0,307.29,30.0,4.0,50.1,2.0,42.67,1.0,340.64,92.95,1.12,10.0,10.0,High
osm_5002503821,Unknown Cafe,27.6615087,85.2947464,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1937659964,Food Universe Cafe,27.6716109,85.3161255,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1990685704,Krishna Khaja Ghar,27.6741841,85.380032,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_3491198839,उत्तरी क्याफे,27.7138493,85.3133153,cafe,,,,True,openstreetmap,105.0,26.0,0.0,289.61,15.0,360.5,14.0,0.0,240.86,5.0,345.01,1.0,404.99,71.3,1.93,6.5,10.0,High
osm_8371901618,Arabica Coffee,27.7209374,85.3621615,cafe,,,,True,openstreetmap,38.0,17.0,0.0,237.89,3.0,350.6,5.0,2.0,134.72,4.0,53.04,1.0,178.61,42.02,1.39,6.9,10.0,High
osm_4569964089,Unknown Cafe,27.6949284,85.3349583,cafe,,,,True,openstreetmap,10.0,2.0,0.0,320.0,15.0,323.51,24.0,5.0,70.05,5.0,217.17,1.0,317.31,96.77,2.61,10.0,6.87,High
osm_4754408623,Busy Bean,27.6772801,85.3091608,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_1849461260,चिया पसल,27.6784874,85.3211957,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_4772746625,Unknown Cafe,27.6935201,85.2823501,cafe,,,,True,openstreetmap,4.0,3.0,0.0,130.22,12.0,333.15,12.0,4.0,119.03,4.0,107.85,2.0,168.47,63.66,3.61,9.3,3.05,High
osm_4731474722,साजन फूड क्याफे र स्यान्डविच पसल,27.7134845,85.3120881,cafe,,,,True,openstreetmap,103.0,50.0,0.0,233.38,6.0,314.83,16.0,0.0,245.35,4.0,284.55,0.0,500.0,66.21,1.33,7.9,10.0,High
osm_3341061785,Nilkantha's tea shop,27.6747052,85.2792158,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_2684812788,monu thapa khaja ghar,27.667657,85.3094719,cafe,,,,True,openstreetmap,,,,,,,,,,,,,,,,,,
osm_6290791786,Bake House(Hot Breads),27.7135298,85.3102239,cafe,,,,True,openstreetmap,105.0,47.0,0.0,239.5,4.0,385.8,22.0,2.0,127.12,3.0,110.08,1.0,475.41,78.94,0.61,10.0,10.0,High
